species,region,production_system,year,group,age_group,sex,ahle_component,cause,disease,disease_proportion,mean,sd,lower95,upper95,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
All Poultry,National,Small holder,2017,Adult,Adult,Overall,Production loss,External,All causes,1.0,14795376.171847,25355400.1752393,-34901208.17162202,64491960.515316024,23.8661044574125,619932.5993166744,1062402.1285285307,-1462375.572599246,2702240.7712325947
All Poultry,National,Small holder,2017,Adult,Adult,Overall,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2017,Adult,Adult,Overall,Production loss,Infectious,Other Infectious,1.0,43893177.3525338,73977218.3250703,-101102170.564604,188888525.26967162,23.8661044574125,1839142.9330604959,3099677.1365464274,-4236224.254570502,7914510.120691494
All Poultry,National,Small holder,2017,Adult,Adult,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2017,Adult,Adult,Overall,Production loss,Non-infectious,All conditions,1.0,35132974.6601403,60213669.7680217,-82885818.08518225,153151767.40546283,23.8661044574125,1472086.6877471684,2522978.5562813175,-3472951.282564214,6417124.65805855
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Health cost,External,All causes,1.0,-175281.4107086217,9394.60347571318,-193694.83352101952,-156867.98789622387,23.8661044574125,-7344.3661918684675,393.6379098850101,-8115.896495243087,-6572.835888493848
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Health cost,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,23.8661044574125,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Health cost,Infectious,Other Infectious,1.0,-175281.4107086217,9394.60347571318,-193694.83352101952,-156867.98789622387,23.8661044574125,-7344.3661918684675,393.6379098850101,-8115.896495243087,-6572.835888493848
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,23.8661044574125,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Health cost,Non-infectious,All conditions,1.0,-175281.4107086217,9394.60347571318,-193694.83352101952,-156867.98789622387,23.8661044574125,-7344.3661918684675,393.6379098850101,-8115.896495243087,-6572.835888493848
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Mortality,External,All causes,1.0,-5247027.78772114,23912302.6474894,-52115140.97680036,41621085.401358075,23.8661044574125,-219852.71191132668,1001935.7239535818,-2183646.730860347,1743941.3070376934
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Mortality,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,23.8661044574125,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Mortality,Infectious,Other Infectious,1.0,-12374172.8016497,51340178.2519012,-113000922.17537606,88252576.57207665,23.8661044574125,-518483.1409638134,2151175.4607256656,-4734787.043986118,3697820.7620584914
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Mortality,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,23.8661044574125,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Mortality,Non-infectious,All conditions,1.0,-4894678.44761419,20928190.2817028,-45913931.399751686,36124574.5045233,23.8661044574125,-205089.12362922163,876900.1375590132,-1923813.393244888,1513635.1459864443
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Production loss,External,All causes,1.0,305016.676202355,32135434.7239586,-62680435.3827565,63290468.735161215,23.8661044574125,12780.329389181938,1346488.4804012391,-2626337.092197247,2651897.750975611
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Production loss,Infectious,Other Infectious,1.0,609528.072612011,56600327.0488574,-110327112.94314848,111546169.08837251,23.8661044574125,25539.487338609193,2371577.948544429,-4622753.291808472,4673832.266485691
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2017,Chick,Chick,Overall,Production loss,Non-infectious,All conditions,1.0,300729.970066547,49928232.6052991,-97558605.9363197,98160065.87645279,23.8661044574125,12600.714565847138,2092014.3333149638,-4087747.378731482,4112948.8078631763
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Health cost,External,All causes,1.0,-62176.284104193874,6397.963994424648,-74716.29353326619,-49636.27467512156,23.8661044574125,-2605.212937668289,268.07743198482166,-3130.64470435854,-2079.7811709780385
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Health cost,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,23.8661044574125,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Health cost,Infectious,Other Infectious,1.0,-62176.284104193874,6397.963994424648,-74716.29353326619,-49636.27467512156,23.8661044574125,-2605.212937668289,268.07743198482166,-3130.64470435854,-2079.7811709780385
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,23.8661044574125,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Health cost,Non-infectious,All conditions,1.0,-62176.284104193874,6397.963994424648,-74716.29353326619,-49636.27467512156,23.8661044574125,-2605.212937668289,268.07743198482166,-3130.64470435854,-2079.7811709780385
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Mortality,External,All causes,1.0,124208.450457623,19847192.0618572,-38776287.99078249,39024704.89169774,23.8661044574125,5204.387279845558,831605.8490933538,-1624743.0769431281,1635151.8515028195
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Mortality,Infectious,Other Infectious,1.0,307581.555673144,53020499.8616879,-103612598.17323515,104227761.28458142,23.8661044574125,12887.798937694382,2221581.6559547666,-4341412.246733649,4367187.844609037
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Mortality,Non-infectious,All conditions,1.0,202199.197224675,27359559.9035141,-53422538.21366295,53826936.608112305,23.8661044574125,8472.232977337639,1146377.2796409,-2238427.235118826,2255371.7010735013
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Production loss,External,All causes,1.0,-2952889.26954493,28050932.0903947,-57932716.16671854,52026937.627628684,23.8661044574125,-123727.32528738269,1175346.0704259363,-2427405.6233222173,2179950.972747452
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Production loss,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,23.8661044574125,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Production loss,Infectious,Other Infectious,1.0,-6737685.12527404,58119604.7648701,-120652110.46441942,107176740.21387136,23.8661044574125,-282311.89288964175,2435236.335639975,-5055375.110743993,4490751.32496471
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Production loss,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,23.8661044574125,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2017,Juvenile,Juvenile,Overall,Production loss,Non-infectious,All conditions,1.0,-5936719.22051211,54877865.7704515,-113497336.13059704,101623897.68957283,23.8661044574125,-248751.07838004298,2299406.083149324,-4755587.001352717,4258084.844592632
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Health cost,External,All causes,1.0,-194287.99527486888,9807.578918183022,-213510.8499545076,-175065.14059523016,27.4293865941667,-7083.205984496472,357.5573549380343,-7784.018400175019,-6382.393568817925
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Health cost,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Health cost,Infectious,Other Infectious,1.0,-194287.99527486888,9807.578918183022,-213510.8499545076,-175065.14059523016,27.4293865941667,-7083.205984496472,357.5573549380343,-7784.018400175019,-6382.393568817925
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Health cost,Non-infectious,All conditions,1.0,-194287.99527486888,9807.578918183022,-213510.8499545076,-175065.14059523016,27.4293865941667,-7083.205984496472,357.5573549380343,-7784.018400175019,-6382.393568817925
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Mortality,External,All causes,1.0,8041610.86336502,25313378.2043016,-41572610.41706612,57655832.14379615,27.4293865941667,293175.0163554586,922856.1534688091,-1515623.0444434073,2101973.0771543244
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Mortality,Infectious,Other Infectious,1.0,21481882.913205,67211162.4035753,-110251995.39780259,153215761.2242126,27.4293865941667,783170.3723835177,2450334.1397313215,-4019484.541489872,5585825.2862569075
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Mortality,Non-infectious,All conditions,1.0,7692943.52812576,24489156.9274718,-40305804.04971897,55691691.105970494,27.4293865941667,280463.56420386693,892807.3124566269,-1469438.7682111217,2030365.8966188557
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Production loss,External,All causes,1.0,15535144.9804393,26623170.1840013,-36646268.58020325,67716558.54108185,27.4293865941667,566368.6618403307,970607.5669101236,-1336022.1693035115,2468759.4929841724
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Production loss,Infectious,Other Infectious,1.0,46087836.2201605,77676079.2413238,-106157279.09283413,198332951.53315514,27.4293865941667,1680235.7596272975,2831856.2274317453,-3870202.4461389226,7230673.965393518
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2018,Adult,Adult,Overall,Production loss,Non-infectious,All conditions,1.0,36889623.3931473,63224353.2564228,-87030108.9894414,160809355.77573597,27.4293865941667,1344894.2165185884,2304986.0425923076,-3172878.4269623347,5862666.859999511
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Health cost,External,All causes,1.0,-184045.48124405285,9864.333649498842,-203379.57519707058,-164711.38729103512,27.4293865941667,-6709.792091493328,359.62647635717275,-7414.6599851533865,-6004.92419783327
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Health cost,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Health cost,Infectious,Other Infectious,1.0,-184045.48124405285,9864.333649498842,-203379.57519707058,-164711.38729103512,27.4293865941667,-6709.792091493328,359.62647635717275,-7414.6599851533865,-6004.92419783327
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Health cost,Non-infectious,All conditions,1.0,-184045.48124405285,9864.333649498842,-203379.57519707058,-164711.38729103512,27.4293865941667,-6709.792091493328,359.62647635717275,-7414.6599851533865,-6004.92419783327
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Mortality,External,All causes,1.0,-5509379.17710719,25107917.7798638,-54720898.02564024,43702139.67142586,27.4293865941667,-200856.8131187756,915365.6314430088,-1994973.4507470727,1593259.8245095215
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Mortality,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Mortality,Infectious,Other Infectious,1.0,-12992881.4417321,53907187.1644962,-118650968.28414464,92665205.40068045,27.4293865941667,-473684.72485255083,1965307.7905854601,-4325687.994400052,3378318.5446949513
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Mortality,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Mortality,Non-infectious,All conditions,1.0,-5139412.36999489,21974599.795788,-48209627.96973938,37930803.22974959,27.4293865941667,-187368.84079966514,801133.4748718461,-1757590.4515484837,1382852.769949153
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Production loss,External,All causes,1.0,320267.510012473,33742206.4601566,-65814457.15189446,66454992.1719194,27.4293865941667,11676.072627908603,1230148.051044365,-2399414.1074190466,2422766.2526748637
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Production loss,Infectious,Other Infectious,1.0,640004.476242612,59430343.4013003,-115843468.59030597,117123477.5427912,27.4293865941667,23332.803088594013,2166666.877411656,-4223334.276638251,4269999.882815439
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2018,Chick,Chick,Overall,Production loss,Non-infectious,All conditions,1.0,315766.468569875,52424644.2355641,-102436536.23313576,103068069.17027551,27.4293865941667,11511.97703549914,1911258.3526280185,-3734554.394115417,3757578.348186415
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Health cost,External,All causes,1.0,-65285.0983094036,6717.862194145881,-78452.10820992953,-52118.08840887767,27.4293865941667,-2380.1151398437587,244.9147803974057,-2860.148109422674,-1900.0821702648436
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Health cost,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Health cost,Infectious,Other Infectious,1.0,-65285.0983094036,6717.862194145881,-78452.10820992953,-52118.08840887767,27.4293865941667,-2380.1151398437587,244.9147803974057,-2860.148109422674,-1900.0821702648436
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Health cost,Non-infectious,All conditions,1.0,-65285.0983094036,6717.862194145881,-78452.10820992953,-52118.08840887767,27.4293865941667,-2380.1151398437587,244.9147803974057,-2860.148109422674,-1900.0821702648436
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Mortality,External,All causes,1.0,130418.872980506,20839551.6649501,-40715102.39032169,40975940.1362827,27.4293865941667,4754.713435999392,759752.7415863526,-1484360.6600732517,1493870.0869452504
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Mortality,Infectious,Other Infectious,1.0,322960.633456807,55671524.8547723,-108793228.0818969,109439149.34881052,27.4293865941667,11774.25650216654,2029630.6905606028,-3966301.896996615,3989850.4100009482
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Mortality,Non-infectious,All conditions,1.0,212309.157085911,28727537.8986898,-56093665.12434609,56518283.43851791,27.4293865941667,7740.207983034587,1047327.0264381039,-2045020.7638356488,2060501.1798017179
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Production loss,External,All causes,1.0,-3100533.73302218,29453478.6949145,-60829351.97505461,54628284.50901024,27.4293865941667,-113036.93293970921,1073792.8314145477,-2217670.882512223,1991597.0166328044
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Production loss,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Production loss,Infectious,Other Infectious,1.0,-7074569.38153774,61025585.0031136,-126684715.98764038,112535577.22456491,27.4293865941667,-257919.34344759502,2224824.9990428756,-4618576.341571631,4102737.654676441
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Production loss,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,27.4293865941667,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2018,Juvenile,Juvenile,Overall,Production loss,Non-infectious,All conditions,1.0,-6233555.18153772,57621759.0589741,-119172202.93712695,106705092.57405151,27.4293865941667,-227258.27863986525,2100730.866188174,-4344690.776368686,3890174.219088956
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Health cost,External,All causes,1.0,-204002.39503861227,10297.957864092175,-224186.39245223295,-183818.3976249916,29.06975,-7017.686599940223,354.2499630747487,-7712.0165275667305,-6323.356672313715
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Health cost,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,29.06975,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Health cost,Infectious,Other Infectious,1.0,-204002.39503861227,10297.957864092175,-224186.39245223295,-183818.3976249916,29.06975,-7017.686599940223,354.2499630747487,-7712.0165275667305,-6323.356672313715
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,29.06975,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Health cost,Non-infectious,All conditions,1.0,-204002.39503861227,10297.957864092175,-224186.39245223295,-183818.3976249916,29.06975,-7017.686599940223,354.2499630747487,-7712.0165275667305,-6323.356672313715
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Mortality,External,All causes,1.0,8443691.40653327,26579047.1145167,-43651240.93791946,60538623.750986,29.06975,290463.1586626397,914319.7693312361,-1501603.589226583,2082529.9065518624
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Mortality,Infectious,Other Infectious,1.0,22555977.0588653,70571720.523754,-115764595.16769254,160876549.28542316,29.06975,775926.0763806122,2427668.642618323,-3982304.4631513013,5534156.615912527
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Mortality,Non-infectious,All conditions,1.0,8077590.70453205,25713614.7738454,-42321094.25220493,58476275.66126903,29.06975,277869.2869574747,884548.8789496092,-1455846.5157837593,2011585.0896987086
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Production loss,External,All causes,1.0,16311902.2294613,27954328.6932014,-38478582.00921345,71102386.46813604,29.06975,561129.7733713328,961629.4840238186,-1323664.0153153518,2445923.562058017
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Production loss,Infectious,Other Infectious,1.0,48392228.0311685,81559883.20339,-111465143.0474759,208249599.1098129,29.06975,1664693.6430883822,2805661.6655936157,-3834403.2214751043,7163790.507651868
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2019,Adult,Adult,Overall,Production loss,Non-infectious,All conditions,1.0,38734104.5628046,66385570.9192439,-91381614.43891343,168849823.56452265,29.06975,1332453.9964328762,2283665.0098209963,-3143529.422816276,5808437.415682029
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Health cost,External,All causes,1.0,-193247.75530625545,10357.550331973784,-213548.55395692406,-172946.95665558684,29.06975,-6647.72677117125,356.2999451998653,-7346.074663762986,-5949.378878579514
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Health cost,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,29.06975,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Health cost,Infectious,Other Infectious,1.0,-193247.75530625545,10357.550331973784,-213548.55395692406,-172946.95665558684,29.06975,-6647.72677117125,356.2999451998653,-7346.074663762986,-5949.378878579514
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,29.06975,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Health cost,Non-infectious,All conditions,1.0,-193247.75530625545,10357.550331973784,-213548.55395692406,-172946.95665558684,29.06975,-6647.72677117125,356.2999451998653,-7346.074663762986,-5949.378878579514
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Mortality,External,All causes,1.0,-5784848.13596255,26363313.668857,-57456942.92692228,45887246.65499717,29.06975,-198998.89527644886,906898.5343478015,-1976520.02259814,1578522.2320452419
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Mortality,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,29.06975,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Mortality,Infectious,Other Infectious,1.0,-13642525.5138187,56602546.522721,-124583516.69835186,97298465.67071447,29.06975,-469303.15925725887,1947128.7686588636,-4285675.545828632,3347069.227314114
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Mortality,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,29.06975,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Mortality,Non-infectious,All conditions,1.0,-5396382.98849464,23073329.7855774,-50620109.36822635,39827343.391237065,29.06975,-185635.68618562733,793723.0208576752,-1741332.8070666706,1370061.434695416
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Production loss,External,All causes,1.0,336280.885513089,35429316.7831644,-69105180.00948913,69777741.7805153,29.06975,11568.069402491905,1218769.2286023924,-2377219.6186581976,2400355.757463181
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Production loss,Infectious,Brucellosis,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Production loss,Infectious,Other Infectious,1.0,672004.70005473,62401860.5713653,-121635642.01982124,122979651.41993071,29.06975,23116.975552068045,2146625.2916301414,-4184268.5960430084,4230502.547147145
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,National,Small holder,2019,Chick,Chick,Overall,Production loss,Non-infectious,All conditions,1.0,331554.791998358,55045876.4473423,-107558363.04479255,108221472.62878926,29.06975,11405.491688038528,1893579.2859361465,-3700009.9087468092,3722820.892122886
All Poultry,National,Small holder,2019,Juvenile,Juvenile,Overall,Health cost,External,All causes,1.0,-68549.35322487378,7053.755303853176,-82374.713620426,-54723.99282932155,29.06975,-2358.099165795157,242.64932804214607,-2833.6918487577636,-1882.506482832551
All Poultry,National,Small holder,2019,Juvenile,Juvenile,Overall,Health cost,Infectious,Brucellosis,0.0,-0.0,0.0,-0.0,0.0,29.06975,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2019,Juvenile,Juvenile,Overall,Health cost,Infectious,Other Infectious,1.0,-68549.35322487378,7053.755303853176,-82374.713620426,-54723.99282932155,29.06975,-2358.099165795157,242.64932804214607,-2833.6918487577636,-1882.506482832551
All Poultry,National,Small holder,2019,Juvenile,Juvenile,Overall,Health cost,Infectious,PPR,0.0,-0.0,0.0,-0.0,0.0,29.06975,-0.0,0.0,-0.0,0.0
All Poultry,National,Small holder,2019,Juvenile,Juvenile,Overall,Health cost,Non-infectious,All conditions,1.0,-68549.35322487378,7053.755303853176,-82374.713620426,-54723.99282932155,29.06975,-2358.099165795157,242.64932804214607,-2833.6918487577636,-1882.506482832551
